"stationId","availableBikes","availableDocks","t"
"321","24","0","2021-10-17 23:10:02"
"322","26","0","2021-10-17 23:10:02"
"323","9","15","2021-10-17 23:10:02"
"324","12","3","2021-10-17 23:10:02"
"325","14","4","2021-10-17 23:10:02"
"326","7","19","2021-10-17 23:10:02"
"327","3","19","2021-10-17 23:10:02"
"328","12","9","2021-10-17 23:10:02"
"329","1","23","2021-10-17 23:10:02"
"330","6","28","2021-10-17 23:10:02"
"331","0","30","2021-10-17 23:10:02"
"332","13","7","2021-10-17 23:10:02"
"333","4","33","2021-10-17 23:10:02"
"334","6","4","2021-10-17 23:10:02"
"335","6","26","2021-10-17 23:10:02"
"336","17","1","2021-10-17 23:10:02"
"337","2","14","2021-10-17 23:10:02"
"338","5","16","2021-10-17 23:10:02"
"339","3","1","2021-10-17 23:10:02"
"340","5","11","2021-10-17 23:10:02"
"341","16","6","2021-10-17 23:10:02"
"343","15","20","2021-10-17 23:10:02"
"344","3","14","2021-10-17 23:10:02"
"345","30","2","2021-10-17 23:10:02"
"347","16","1","2021-10-17 23:10:02"
"348","6","11","2021-10-17 23:10:02"
"349","9","9","2021-10-17 23:10:02"
"350","5","14","2021-10-17 23:10:02"
"351","6","21","2021-10-17 23:10:02"
"352","18","1","2021-10-17 23:10:02"
"353","1","16","2021-10-17 23:10:02"
"354","9","27","2021-10-17 23:10:02"
"355","15","5","2021-10-17 23:10:02"
"356","0","13","2021-10-17 23:10:02"
"357","1","29","2021-10-17 23:10:02"
"358","1","19","2021-10-17 23:10:02"
"359","3","15","2021-10-17 23:10:02"
"360","5","21","2021-10-17 23:10:02"
"361","53","0","2021-10-17 23:10:02"
"362","1","56","2021-10-17 23:10:02"
"363","2","20","2021-10-17 23:10:02"
"364","0","31","2021-10-17 23:10:02"
"365","2","45","2021-10-17 23:10:02"
"366","2","25","2021-10-17 23:10:02"
"367","8","8","2021-10-17 23:10:02"
"368","13","11","2021-10-17 23:10:02"
"370","3","17","2021-10-17 23:10:02"
"371","9","13","2021-10-17 23:10:02"
"372","0","24","2021-10-17 23:10:02"
"373","0","16","2021-10-17 23:10:02"
"374","30","3","2021-10-17 23:10:02"
"375","5","12","2021-10-17 23:10:02"
"376","4","20","2021-10-17 23:10:02"
"377","12","3","2021-10-17 23:10:02"
"378","0","40","2021-10-17 23:10:02"
"379","6","14","2021-10-17 23:10:02"
"380","0","20","2021-10-17 23:10:02"
"381","3","11","2021-10-17 23:10:02"
"382","4","10","2021-10-17 23:10:02"
"383","16","2","2021-10-17 23:10:02"
"384","9","6","2021-10-17 23:10:02"
"386","1","15","2021-10-17 23:10:02"
"387","19","10","2021-10-17 23:10:02"
"388","0","14","2021-10-17 23:10:02"
"389","2","16","2021-10-17 23:10:02"
"390","19","22","2021-10-17 23:10:02"
"391","11","6","2021-10-17 23:10:02"
"392","0","21","2021-10-17 23:10:02"
"393","0","15","2021-10-17 23:10:02"
"394","5","13","2021-10-17 23:10:02"
"395","8","6","2021-10-17 23:10:02"
"396","14","2","2021-10-17 23:10:02"
"397","12","4","2021-10-17 23:10:02"
"398","3","27","2021-10-17 23:10:02"
"399","15","7","2021-10-17 23:10:02"
"400","3","23","2021-10-17 23:10:02"
"401","4","19","2021-10-17 23:10:02"
"402","6","8","2021-10-17 23:10:02"
"403","2","14","2021-10-17 23:10:02"
"404","6","6","2021-10-17 23:10:02"
"405","6","9","2021-10-17 23:10:02"
"409","36","5","2021-10-17 23:10:02"
"410","7","57","2021-10-17 23:10:02"
"411","18","0","2021-10-17 23:10:02"
"412","17","0","2021-10-17 23:10:02"
"419","5","10","2021-10-17 23:10:02"
"420","36","1","2021-10-17 23:10:02"
"421","11","34","2021-10-17 23:10:02"
"423","31","0","2021-10-17 23:10:02"
"424","17","11","2021-10-17 23:10:02"
"426","12","5","2021-10-17 23:10:02"
"427","0","43","2021-10-17 23:10:02"
"428","1","19","2021-10-17 23:10:02"
"430","1","16","2021-10-17 23:10:02"
"431","18","1","2021-10-17 23:10:02"
"432","0","10","2021-10-17 23:10:02"
"433","18","14","2021-10-17 23:10:02"
"435","18","5","2021-10-17 23:10:02"
"436","8","28","2021-10-17 23:10:02"
"437","27","0","2021-10-17 23:10:02"
"439","3","19","2021-10-17 23:10:02"
"440","28","5","2021-10-17 23:10:02"
"441","22","2","2021-10-17 23:10:02"
"442","18","6","2021-10-17 23:10:02"
"443","18","12","2021-10-17 23:10:02"
"444","8","15","2021-10-17 23:10:02"
"445","14","12","2021-10-17 23:10:02"
"446","20","7","2021-10-17 23:10:02"
"447","11","42","2021-10-17 23:10:02"
"448","20","16","2021-10-17 23:10:02"
"449","16","17","2021-10-17 23:10:02"
"450","14","14","2021-10-17 23:10:02"
"451","9","7","2021-10-17 23:10:02"
"452","21","3","2021-10-17 23:10:02"
"453","22","2","2021-10-17 23:10:02"
"454","12","8","2021-10-17 23:10:02"
"455","15","1","2021-10-17 23:10:02"
"456","32","0","2021-10-17 23:10:02"
"457","11","18","2021-10-17 23:10:02"
"458","20","7","2021-10-17 23:10:02"
"459","17","0","2021-10-17 23:10:02"
"460","23","10","2021-10-17 23:10:02"
"461","26","0","2021-10-17 23:10:02"
"462","19","26","2021-10-17 23:10:02"
"463","6","16","2021-10-17 23:10:02"
"464","21","4","2021-10-17 23:10:02"
"465","8","19","2021-10-17 23:10:02"
"466","5","16","2021-10-17 23:10:02"
"467","3","13","2021-10-17 23:10:02"
"468","3","21","2021-10-17 23:10:02"
"469","33","11","2021-10-17 23:10:02"
"470","6","40","2021-10-17 23:10:02"
"471","8","11","2021-10-17 23:10:02"
"472","2","19","2021-10-17 23:10:02"
"473","14","3","2021-10-17 23:10:02"
"474","9","8","2021-10-17 23:10:02"
"475","13","18","2021-10-17 23:10:02"
"476","20","7","2021-10-17 23:10:02"
"477","29","6","2021-10-17 23:10:02"
"478","17","3","2021-10-17 23:10:02"
"479","10","10","2021-10-17 23:10:02"
"480","22","2","2021-10-17 23:10:02"
"481","21","13","2021-10-17 23:10:02"
"482","0","13","2021-10-17 23:10:02"
"483","32","1","2021-10-17 23:10:02"
"484","4","20","2021-10-17 23:10:02"
"485","11","12","2021-10-17 23:10:02"
"486","10","25","2021-10-17 23:10:02"
"487","12","11","2021-10-17 23:10:02"
"488","16","6","2021-10-17 23:10:02"
"489","10","22","2021-10-17 23:10:02"
"490","19","26","2021-10-17 23:10:02"
"491","14","31","2021-10-17 23:10:02"
"492","13","25","2021-10-17 23:10:02"
"494","36","0","2021-10-17 23:10:02"
"495","15","24","2021-10-17 23:10:02"
"497","24","3","2021-10-17 23:10:02"
"498","17","24","2021-10-17 23:10:02"
"499","8","28","2021-10-17 23:10:02"
"500","27","14","2021-10-17 23:10:02"
"501","11","13","2021-10-17 23:10:02"
"502","9","10","2021-10-17 23:10:02"
"503","19","17","2021-10-17 23:10:02"
"504","17","12","2021-10-17 23:10:02"
"505","12","17","2021-10-17 23:10:02"
"506","9","14","2021-10-17 23:10:02"
"507","3","28","2021-10-17 23:10:02"
"508","8","10","2021-10-17 23:10:02"
"509","0","19","2021-10-17 23:10:02"
"510","40","0","2021-10-17 23:10:02"
"511","28","4","2021-10-17 23:10:02"
"512","13","17","2021-10-17 23:10:02"
"513","12","39","2021-10-17 23:10:02"
"514","0","17","2021-10-17 23:10:02"
"515","5","19","2021-10-17 23:10:02"
"516","9","7","2021-10-17 23:10:02"
"517","12","5","2021-10-17 23:10:02"
"518","4","26","2021-10-17 23:10:02"
"519","13","20","2021-10-17 23:10:02"
"520","1","19","2021-10-17 23:10:02"
"521","12","7","2021-10-17 23:10:02"
"522","29","7","2021-10-17 23:10:02"
"523","18","6","2021-10-17 23:10:02"
"524","17","19","2021-10-17 23:10:02"
"526","9","17","2021-10-17 23:10:02"
"527","14","6","2021-10-17 23:10:02"
"528","0","16","2021-10-17 23:10:02"
"529","7","10","2021-10-17 23:10:02"
"530","11","7","2021-10-17 23:10:02"
"531","5","16","2021-10-17 23:10:02"
"532","1","61","2021-10-17 23:10:02"
"533","26","1","2021-10-17 23:10:02"
"534","25","2","2021-10-17 23:10:02"
"535","16","8","2021-10-17 23:10:02"
"536","27","7","2021-10-17 23:10:02"
"537","14","3","2021-10-17 23:10:02"
"538","18","2","2021-10-17 23:10:02"
"539","12","9","2021-10-17 23:10:02"
"540","13","9","2021-10-17 23:10:02"
"541","2","25","2021-10-17 23:10:02"
"542","32","0","2021-10-17 23:10:02"
"543","7","14","2021-10-17 23:10:02"
"544","5","16","2021-10-17 23:10:02"
"545","21","2","2021-10-17 23:10:02"
"546","0","21","2021-10-17 23:10:02"
"547","21","28","2021-10-17 23:10:02"
"548","25","1","2021-10-17 23:10:02"
"549","36","8","2021-10-17 23:10:02"
"550","4","19","2021-10-17 23:10:02"
"551","23","15","2021-10-17 23:10:02"
"552","4","23","2021-10-17 23:10:02"
"553","4","19","2021-10-17 23:10:02"
"554","16","0","2021-10-17 23:10:02"
"556","8","19","2021-10-17 23:10:02"
"557","1","19","2021-10-17 23:10:02"
"558","12","11","2021-10-17 23:10:02"
"559","4","20","2021-10-17 23:10:02"
"560","4","17","2021-10-17 23:10:02"
"561","20","2","2021-10-17 23:10:02"
"562","0","21","2021-10-17 23:10:02"
"563","24","1","2021-10-17 23:10:02"
"564","16","22","2021-10-17 23:10:02"
"565","6","10","2021-10-17 23:10:02"
"566","18","24","2021-10-17 23:10:02"
"568","5","13","2021-10-17 23:10:02"
"569","3","27","2021-10-17 23:10:02"
"570","36","0","2021-10-17 23:10:02"
"571","5","23","2021-10-17 23:10:02"
"572","28","7","2021-10-17 23:10:02"
"573","13","5","2021-10-17 23:10:02"
"574","40","5","2021-10-17 23:10:02"
"576","9","13","2021-10-17 23:10:02"
"577","3","17","2021-10-17 23:10:02"
"578","3","29","2021-10-17 23:10:02"
"579","0","36","2021-10-17 23:10:02"
"580","15","20","2021-10-17 23:10:02"
"581","1","16","2021-10-17 23:10:02"
"583","12","5","2021-10-17 23:10:02"
"584","14","5","2021-10-17 23:10:02"
"586","24","7","2021-10-17 23:10:02"
"587","2","17","2021-10-17 23:10:02"
"588","4","23","2021-10-17 23:10:02"
"589","12","6","2021-10-17 23:10:02"
"590","3","23","2021-10-17 23:10:02"
"592","0","20","2021-10-17 23:10:02"
"593","21","0","2021-10-17 23:10:02"
"594","2","31","2021-10-17 23:10:02"
"595","12","10","2021-10-17 23:10:02"
"596","11","8","2021-10-17 23:10:02"
"597","12","15","2021-10-17 23:10:02"
"598","32","4","2021-10-17 23:10:02"
"599","7","19","2021-10-17 23:10:02"
"600","20","0","2021-10-17 23:10:02"
"601","11","23","2021-10-17 23:10:02"
"602","18","24","2021-10-17 23:10:02"
"603","38","6","2021-10-17 23:10:02"
"604","3","15","2021-10-17 23:10:02"
"605","7","22","2021-10-17 23:10:02"
"606","3","23","2021-10-17 23:10:02"
"607","16","3","2021-10-17 23:10:02"
"608","15","15","2021-10-17 23:10:02"
"609","8","11","2021-10-17 23:10:02"
"610","14","2","2021-10-17 23:10:02"
"611","3","17","2021-10-17 23:10:02"
"612","18","10","2021-10-17 23:10:02"
"613","0","24","2021-10-17 23:10:02"
"614","12","9","2021-10-17 23:10:02"
"615","18","4","2021-10-17 23:10:02"
"616","11","11","2021-10-17 23:10:02"
"617","11","10","2021-10-17 23:10:02"
"618","22","2","2021-10-17 23:10:02"
"619","30","12","2021-10-17 23:10:02"
"620","1","26","2021-10-17 23:10:02"
"621","22","9","2021-10-17 23:10:02"
"622","11","18","2021-10-17 23:10:02"
"623","0","21","2021-10-17 23:10:02"
"624","20","8","2021-10-17 23:10:02"
"625","2","26","2021-10-17 23:10:02"
"626","4","19","2021-10-17 23:10:02"
"627","5","15","2021-10-17 23:10:02"
"628","16","10","2021-10-17 23:10:02"
"629","14","14","2021-10-17 23:10:02"
"630","26","1","2021-10-17 23:10:02"
"631","14","10","2021-10-17 23:10:02"
"632","1","26","2021-10-17 23:10:02"
"633","24","7","2021-10-17 23:10:02"
"634","24","9","2021-10-17 23:10:02"
"635","13","21","2021-10-17 23:10:02"
"636","13","14","2021-10-17 23:10:02"
"637","6","18","2021-10-17 23:10:02"
"638","6","22","2021-10-17 23:10:02"
"639","6","19","2021-10-17 23:10:02"
"640","10","17","2021-10-17 23:10:02"
"641","20","3","2021-10-17 23:10:02"
"642","3","32","2021-10-17 23:10:02"
"643","1","21","2021-10-17 23:10:02"
"644","1","34","2021-10-17 23:10:02"
"645","6","15","2021-10-17 23:10:02"
"646","0","14","2021-10-17 23:10:02"
"647","10","16","2021-10-17 23:10:02"
"648","3","27","2021-10-17 23:10:02"
"649","20","2","2021-10-17 23:10:02"
"650","21","0","2021-10-17 23:10:02"
"651","20","5","2021-10-17 23:10:02"
"652","16","13","2021-10-17 23:10:02"
"653","24","0","2021-10-17 23:10:02"
"654","20","14","2021-10-17 23:10:02"
"655","6","19","2021-10-17 23:10:02"
"656","24","4","2021-10-17 23:10:02"
"657","3","18","2021-10-17 23:10:02"
"658","20","9","2021-10-17 23:10:02"
"659","1","33","2021-10-17 23:10:02"
"660","21","1","2021-10-17 23:10:02"
"661","30","6","2021-10-17 23:10:02"
"662","7","17","2021-10-17 23:10:02"
"663","16","8","2021-10-17 23:10:02"
"664","21","2","2021-10-17 23:10:02"
"665","3","18","2021-10-17 23:10:02"
"667","16","18","2021-10-17 23:10:02"
"668","20","4","2021-10-17 23:10:02"
"669","38","0","2021-10-17 23:10:02"
"670","22","5","2021-10-17 23:10:02"
"671","6","49","2021-10-17 23:10:02"
"673","16","20","2021-10-17 23:10:02"
"674","2","38","2021-10-17 23:10:02"
"675","10","20","2021-10-17 23:10:02"
"676","35","0","2021-10-17 23:10:02"
"677","8","19","2021-10-17 23:10:02"
"678","14","16","2021-10-17 23:10:02"
"679","18","7","2021-10-17 23:10:02"
"680","23","3","2021-10-17 23:10:02"
"681","9","37","2021-10-17 23:10:02"
"682","35","9","2021-10-17 23:10:02"
"683","9","19","2021-10-17 23:10:02"
"684","11","21","2021-10-17 23:10:02"
"685","9","20","2021-10-17 23:10:02"
"686","6","20","2021-10-17 23:10:02"
"688","6","20","2021-10-17 23:10:02"
"689","6","24","2021-10-17 23:10:02"
"690","24","0","2021-10-17 23:10:02"
"691","24","0","2021-10-17 23:10:02"
"692","5","17","2021-10-17 23:10:02"
"693","16","2","2021-10-17 23:10:02"
"694","18","2","2021-10-17 23:10:02"
"695","1","19","2021-10-17 23:10:02"
"696","11","9","2021-10-17 23:10:02"
"697","2","23","2021-10-17 23:10:02"
"698","33","2","2021-10-17 23:10:02"
"699","3","36","2021-10-17 23:10:02"
"700","16","9","2021-10-17 23:10:02"
"701","29","0","2021-10-17 23:10:02"
"702","24","0","2021-10-17 23:10:02"
"703","0","25","2021-10-17 23:10:02"
"704","9","8","2021-10-17 23:10:02"
"705","8","17","2021-10-17 23:10:02"
"706","18","13","2021-10-17 23:10:02"
"707","1","29","2021-10-17 23:10:02"
"708","18","15","2021-10-17 23:10:02"
"709","9","13","2021-10-17 23:10:02"
"710","10","9","2021-10-17 23:10:02"
"711","20","11","2021-10-17 23:10:02"
"712","15","7","2021-10-17 23:10:02"
"713","11","11","2021-10-17 23:10:02"
"714","17","11","2021-10-17 23:10:02"
"715","11","9","2021-10-17 23:10:02"
"716","23","0","2021-10-17 23:10:02"
"717","14","27","2021-10-17 23:10:02"
"718","20","24","2021-10-17 23:10:02"
"719","14","20","2021-10-17 23:10:02"
"720","7","13","2021-10-17 23:10:02"
"721","7","11","2021-10-17 23:10:02"
"722","3","16","2021-10-17 23:10:02"
"723","12","36","2021-10-17 23:10:02"
"724","2","26","2021-10-17 23:10:02"
"725","21","2","2021-10-17 23:10:02"
"726","13","9","2021-10-17 23:10:02"
"727","19","3","2021-10-17 23:10:02"
"728","1","28","2021-10-17 23:10:02"
"729","19","5","2021-10-17 23:10:02"
"731","8","28","2021-10-17 23:10:02"
"732","6","12","2021-10-17 23:10:02"
"733","0","18","2021-10-17 23:10:02"
"734","13","17","2021-10-17 23:10:02"
"735","21","6","2021-10-17 23:10:02"
"736","21","7","2021-10-17 23:10:02"
"737","10","14","2021-10-17 23:10:02"
"738","12","25","2021-10-17 23:10:02"
"739","16","9","2021-10-17 23:10:02"
"740","19","7","2021-10-17 23:10:02"
"741","12","11","2021-10-17 23:10:02"
"742","2","20","2021-10-17 23:10:02"
"743","12","16","2021-10-17 23:10:02"
"744","11","19","2021-10-17 23:10:02"
"745","2","27","2021-10-17 23:10:02"
"746","6","18","2021-10-17 23:10:02"
"747","2","22","2021-10-17 23:10:02"
"748","14","10","2021-10-17 23:10:02"
"749","15","22","2021-10-17 23:10:02"
"750","17","7","2021-10-17 23:10:02"
"751","9","15","2021-10-17 23:10:02"
"754","10","14","2021-10-17 23:10:02"
"755","11","13","2021-10-17 23:10:02"
"756","14","7","2021-10-17 23:10:02"
"757","24","0","2021-10-17 23:10:02"
"758","15","8","2021-10-17 23:10:02"
"759","11","7","2021-10-17 23:10:02"
"760","1","17","2021-10-17 23:10:02"
"761","13","10","2021-10-17 23:10:02"
"762","2","16","2021-10-17 23:10:02"
"763","2","44","2021-10-17 23:10:02"
"764","20","11","2021-10-17 23:10:02"
"765","3","35","2021-10-17 23:10:02"
"766","13","12","2021-10-17 23:10:02"
"767","5","25","2021-10-17 23:10:02"
"768","26","10","2021-10-17 23:10:02"
"769","5","16","2021-10-17 23:10:02"
"770","29","0","2021-10-17 23:10:02"
"771","15","6","2021-10-17 23:10:02"
"772","12","21","2021-10-17 23:10:02"
"773","2","22","2021-10-17 23:10:02"
"774","11","8","2021-10-17 23:10:02"
"775","24","8","2021-10-17 23:10:02"
"776","7","12","2021-10-17 23:10:02"
"777","11","10","2021-10-17 23:10:02"
"779","0","28","2021-10-17 23:10:02"
"780","18","5","2021-10-17 23:10:02"
"781","1","28","2021-10-17 23:10:02"
"782","17","5","2021-10-17 23:10:02"
"783","25","2","2021-10-17 23:10:02"
"784","4","29","2021-10-17 23:10:02"
"785","13","46","2021-10-17 23:10:02"
"786","5","37","2021-10-17 23:10:02"
"787","1","34","2021-10-17 23:10:02"
"789","11","29","2021-10-17 23:10:02"
"790","11","16","2021-10-17 23:10:02"
"792","26","16","2021-10-17 23:10:02"
"793","27","0","2021-10-17 23:10:02"
"794","19","3","2021-10-17 23:10:02"
"795","1","29","2021-10-17 23:10:02"
"796","1","28","2021-10-17 23:10:02"
"797","1","29","2021-10-17 23:10:02"
"798","19","6","2021-10-17 23:10:02"
"799","1","23","2021-10-17 23:10:02"
"800","20","7","2021-10-17 23:10:02"
"801","18","11","2021-10-17 23:10:02"
"802","18","14","2021-10-17 23:10:02"
"803","20","2","2021-10-17 23:10:02"
"804","3","24","2021-10-17 23:10:02"
"805","6","12","2021-10-17 23:10:02"
"806","2","24","2021-10-17 23:10:02"
"807","22","0","2021-10-17 23:10:02"
"808","24","4","2021-10-17 23:10:02"
"809","6","22","2021-10-17 23:10:02"
"810","0","30","2021-10-17 23:10:02"
"811","27","6","2021-10-17 23:10:02"
"812","17","11","2021-10-17 23:10:02"
"813","27","10","2021-10-17 23:10:02"
"814","14","14","2021-10-17 23:10:02"
"815","29","5","2021-10-17 23:10:02"
"816","2","26","2021-10-17 23:10:02"
"817","10","15","2021-10-17 23:10:02"
"818","21","1","2021-10-17 23:10:02"
"819","37","1","2021-10-17 23:10:02"
"820","24","0","2021-10-17 23:10:02"
"821","2","25","2021-10-17 23:10:02"
"826","28","0","2021-10-17 23:10:02"
"827","24","0","2021-10-17 23:10:02"
"828","22","10","2021-10-17 23:10:02"
"829","21","3","2021-10-17 23:10:02"
"830","22","4","2021-10-17 23:10:02"
"831","24","0","2021-10-17 23:10:02"
"832","26","4","2021-10-17 23:10:02"
"833","37","4","2021-10-17 23:10:02"
"834","24","1","2021-10-17 23:10:02"
"835","2","20","2021-10-17 23:10:02"
"836","22","2","2021-10-17 23:10:02"
"838","0","25","2021-10-17 23:10:02"
"839","1","28","2021-10-17 23:10:02"
"840","22","0","2021-10-17 23:10:02"
"841","18","1","2021-10-17 23:10:02"
"842","1","22","2021-10-17 23:10:02"
"844","31","0","2021-10-17 23:10:02"
"845","30","0","2021-10-17 23:10:02"
"1","1","18","2021-10-17 23:20:01"
"2","2","32","2021-10-17 23:20:01"
"3","3","29","2021-10-17 23:20:01"
"4","18","4","2021-10-17 23:20:01"
"5","6","21","2021-10-17 23:20:01"
"6","0","18","2021-10-17 23:20:01"
"7","7","9","2021-10-17 23:20:01"
"8","35","4","2021-10-17 23:20:01"
"9","6","13","2021-10-17 23:20:01"
"10","1","17","2021-10-17 23:20:01"
"11","1","22","2021-10-17 23:20:01"
"12","2","45","2021-10-17 23:20:01"
"13","2","19","2021-10-17 23:20:01"
"14","15","27","2021-10-17 23:20:01"
"15","1","25","2021-10-17 23:20:01"
"17","1","24","2021-10-17 23:20:01"
"18","15","7","2021-10-17 23:20:01"
"19","14","14","2021-10-17 23:20:01"
"20","2","26","2021-10-17 23:20:01"
"22","5","14","2021-10-17 23:20:01"
"23","2","14","2021-10-17 23:20:01"
"24","0","34","2021-10-17 23:20:01"
"25","22","26","2021-10-17 23:20:01"
"26","9","10","2021-10-17 23:20:01"
"27","1","32","2021-10-17 23:20:01"
"28","2","16","2021-10-17 23:20:01"
"29","5","17","2021-10-17 23:20:01"
"30","21","3","2021-10-17 23:20:01"
"31","18","18","2021-10-17 23:20:01"
"32","0","0","2021-10-17 23:20:01"
"33","12","6","2021-10-17 23:20:01"
"34","1","15","2021-10-17 23:20:01"
"36","1","26","2021-10-17 23:20:01"
"37","11","6","2021-10-17 23:20:01"
"38","8","9","2021-10-17 23:20:01"
"39","1","39","2021-10-17 23:20:01"
"40","10","6","2021-10-17 23:20:01"
"41","4","20","2021-10-17 23:20:01"
"42","15","13","2021-10-17 23:20:01"
"43","3","15","2021-10-17 23:20:01"
"44","2","19","2021-10-17 23:20:01"
"45","0","26","2021-10-17 23:20:01"
"46","15","1","2021-10-17 23:20:01"
"47","7","12","2021-10-17 23:20:01"
"48","3","22","2021-10-17 23:20:01"
"49","2","14","2021-10-17 23:20:01"
"50","11","16","2021-10-17 23:20:01"
"51","7","22","2021-10-17 23:20:01"
"52","8","9","2021-10-17 23:20:01"
"53","8","10","2021-10-17 23:20:01"
"55","0","33","2021-10-17 23:20:01"
"56","0","15","2021-10-17 23:20:01"
"57","6","24","2021-10-17 23:20:01"
"58","1","16","2021-10-17 23:20:01"
"60","1","17","2021-10-17 23:20:01"
"61","10","22","2021-10-17 23:20:01"
"62","17","3","2021-10-17 23:20:01"
"63","10","17","2021-10-17 23:20:01"
"64","0","23","2021-10-17 23:20:01"
"66","1","39","2021-10-17 23:20:01"
"67","3","23","2021-10-17 23:20:01"
"68","1","25","2021-10-17 23:20:01"
"69","13","9","2021-10-17 23:20:01"
"70","12","12","2021-10-17 23:20:01"
"71","2","27","2021-10-17 23:20:01"
"72","1","14","2021-10-17 23:20:01"
"73","3","23","2021-10-17 23:20:01"
"74","13","1","2021-10-17 23:20:01"
"75","5","13","2021-10-17 23:20:01"
"76","20","1","2021-10-17 23:20:01"
"77","0","24","2021-10-17 23:20:01"
"78","6","11","2021-10-17 23:20:01"
"79","1","17","2021-10-17 23:20:01"
"80","18","26","2021-10-17 23:20:01"
"81","9","10","2021-10-17 23:20:01"
"82","2","13","2021-10-17 23:20:01"
"83","2","18","2021-10-17 23:20:01"
"84","1","24","2021-10-17 23:20:01"
"85","39","0","2021-10-17 23:20:01"
"86","16","8","2021-10-17 23:20:01"
"88","8","17","2021-10-17 23:20:01"
"89","10","8","2021-10-17 23:20:01"
"90","4","23","2021-10-17 23:20:01"
"91","19","0","2021-10-17 23:20:01"
"92","3","37","2021-10-17 23:20:01"
"93","7","30","2021-10-17 23:20:01"
"94","17","9","2021-10-17 23:20:01"
"95","8","7","2021-10-17 23:20:01"
"96","7","19","2021-10-17 23:20:01"
"97","3","13","2021-10-17 23:20:01"
"98","12","39","2021-10-17 23:20:01"
"99","2","14","2021-10-17 23:20:01"
"100","7","16","2021-10-17 23:20:01"
"101","0","20","2021-10-17 23:20:01"
"102","7","8","2021-10-17 23:20:01"
"103","8","10","2021-10-17 23:20:01"
"104","26","7","2021-10-17 23:20:01"
"105","9","16","2021-10-17 23:20:01"
"106","6","15","2021-10-17 23:20:01"
"107","10","9","2021-10-17 23:20:01"
"108","3","26","2021-10-17 23:20:01"
"109","31","25","2021-10-17 23:20:01"
"110","6","10","2021-10-17 23:20:01"
"111","0","26","2021-10-17 23:20:01"
"112","0","20","2021-10-17 23:20:01"
"113","4","15","2021-10-17 23:20:01"
"114","0","20","2021-10-17 23:20:01"
"115","10","22","2021-10-17 23:20:01"
"116","0","21","2021-10-17 23:20:01"
"117","18","7","2021-10-17 23:20:01"
"118","6","7","2021-10-17 23:20:01"
"119","6","12","2021-10-17 23:20:01"
"120","0","17","2021-10-17 23:20:01"
"121","0","21","2021-10-17 23:20:01"
"122","2","20","2021-10-17 23:20:01"
"123","4","14","2021-10-17 23:20:01"
"124","4","15","2021-10-17 23:20:01"
"125","21","0","2021-10-17 23:20:01"
"126","0","52","2021-10-17 23:20:01"
"127","2","15","2021-10-17 23:20:01"
"128","2","20","2021-10-17 23:20:01"
"129","0","18","2021-10-17 23:20:01"
"130","13","9","2021-10-17 23:20:01"
"131","5","11","2021-10-17 23:20:01"
"132","13","23","2021-10-17 23:20:01"
"133","1","17","2021-10-17 23:20:01"
"134","12","8","2021-10-17 23:20:01"
"135","12","6","2021-10-17 23:20:01"
"136","1","31","2021-10-17 23:20:01"
"138","0","18","2021-10-17 23:20:01"
"139","13","4","2021-10-17 23:20:01"
"140","2","30","2021-10-17 23:20:01"
"141","0","27","2021-10-17 23:20:01"
"142","24","0","2021-10-17 23:20:01"
"143","10","14","2021-10-17 23:20:01"
"144","40","6","2021-10-17 23:20:01"
"145","2","22","2021-10-17 23:20:01"
"146","4","31","2021-10-17 23:20:01"
"148","5","11","2021-10-17 23:20:01"
"149","10","8","2021-10-17 23:20:01"
"150","14","14","2021-10-17 23:20:01"
"151","8","17","2021-10-17 23:20:01"
"152","21","0","2021-10-17 23:20:01"
"153","13","12","2021-10-17 23:20:01"
"154","27","8","2021-10-17 23:20:01"
"155","17","2","2021-10-17 23:20:01"
"156","3","30","2021-10-17 23:20:01"
"157","11","23","2021-10-17 23:20:01"
"158","12","5","2021-10-17 23:20:01"
"160","2","18","2021-10-17 23:20:01"
"161","6","8","2021-10-17 23:20:01"
"162","2","17","2021-10-17 23:20:01"
"163","6","19","2021-10-17 23:20:01"
"164","9","6","2021-10-17 23:20:01"
"165","8","7","2021-10-17 23:20:01"
"166","2","24","2021-10-17 23:20:01"
"167","13","6","2021-10-17 23:20:01"
"168","7","11","2021-10-17 23:20:01"
"169","16","1","2021-10-17 23:20:01"
"170","15","15","2021-10-17 23:20:01"
"171","4","10","2021-10-17 23:20:01"
"172","8","11","2021-10-17 23:20:01"
"173","12","2","2021-10-17 23:20:01"
"175","14","37","2021-10-17 23:20:01"
"176","7","15","2021-10-17 23:20:01"
"177","14","11","2021-10-17 23:20:01"
"178","9","10","2021-10-17 23:20:01"
"180","0","16","2021-10-17 23:20:01"
"181","10","9","2021-10-17 23:20:01"
"182","4","14","2021-10-17 23:20:01"
"183","3","18","2021-10-17 23:20:01"
"184","2","31","2021-10-17 23:20:01"
"185","12","1","2021-10-17 23:20:01"
"186","6","10","2021-10-17 23:20:01"
"187","9","16","2021-10-17 23:20:01"
"188","7","11","2021-10-17 23:20:01"
"189","0","18","2021-10-17 23:20:01"
"190","0","21","2021-10-17 23:20:01"
"191","0","32","2021-10-17 23:20:01"
"192","4","12","2021-10-17 23:20:01"
"193","21","39","2021-10-17 23:20:01"
"194","5","50","2021-10-17 23:20:01"
